name,id,birthDate
Jerry Korab,korabje01,1948-09-15
Scott Kosmachuk,kosmasc01,1994-01-24
Mike Kostka,kostkmi01,1985-11-28
Tom Kostopoulos,kostoto01,1979-01-24
Dick Kotanen,kotandi01,1925-11-18
Chris Kotsopoulos,kotsoch01,1958-11-27
Johnathan Kovacevic,kovacjo01,1997-07-12
Joe Kowal,kowaljo01,1956-02-03
Stephen Kraftcheck,kraftst01,1929-03-03
Jim Krulicki,kruliji01,1948-03-09
Ed Kryzanowski,kryzaed01,1925-11-14
Ryan Kuffner,kuffnry01,1996-06-12
Alan Kuntz,kuntzal01,1919-06-04
Murray Kuntz,kuntzmu01,1945-12-19
Gary Kurt,kurtga01,1947-03-09
Ken Kuzyk,kuzykke01,1953-08-11
Nick Kypreos,kypreni01,1966-06-04
Jordan Kyrou,kyroujo01,1998-05-05
Jim Kyte,kyteji01,1964-03-21
Neil Labatte,labatne01,1957-04-24
Leo Labine,labinle01,1931-07-22
Yvon Labre,labreyv01,1949-11-29
Randy Ladouceur,ladoura01,1960-06-30
Rick LaFerriere,laferri01,1961-01-03
Roland Lafleur,laflero01,1899-03-21
Jack LaFontaine,lafonja01,1998-01-06
Bob LaForest,laforbo01,1963-05-19
Mark LaForest,laforma01,1962-07-10
Marc Laforge,laforma02,1968-01-03
Pete Laframboise,lafrape01,1950-01-18
Adie Lafrance,lafraad01,1912-01-13
Jason Lafreniere,lafreja01,1966-12-06
Tom Laidlaw,laidlto01,1958-04-15
Hec Lalande,lalanhe01,1934-11-24
Newsy Lalonde,lalonne01,1887-10-31
Ron Lalonde,lalonro01,1952-10-30
Shawn Lalonde,lalonsh01,1990-03-10
Denny Lambert,lambede01,1970-01-07
Hank Lammens,lammeha01,1966-02-21
Marc Lamothe,lamotma01,1974-02-27
Leo Lamoureux,lamoule01,1916-10-01
Mitch Lamoureux,lamoumi01,1962-08-22
Mike Lampman,lampmmi01,1950-04-20
Larry Landon,landola01,1958-05-04
Steve Langdon,langdst01,1953-12-23
Edgar Laprade,lapraed01,1919-10-10
Garry Lariviere,larivga01,1954-12-06
Jeff Larmer,larmeje01,1962-11-10
Steve Larmer,larmest01,1961-06-16
Denis Larocque,larocde01,1967-10-05
Bonner Larose,larosbo01,1901-02-14
Claude Larose,laroscl01,1942-03-02
Gary Laskoski,laskoga01,1959-06-06
David Latta,lattada01,1967-01-03
Michael Latta,lattami01,1991-05-25
Martin Lauder,laudema01,1907-01-26
Craig Laughlin,laughcr01,1957-09-14
Scott Laughton,laughsc01,1994-05-30
Don Laurence,lauredo01,1957-06-27
Paul Laus,lauspa01,1970-09-26
Kevin LaVallee,lavalke01,1961-09-16
Jack Laviolette,lavioja01,1879-07-17
Paul Lawless,lawlepa01,1964-07-02
Mark Lawrence,lawrema01,1972-01-27
Danny Lawson,lawsoda01,1947-10-30
Al LeBrun,lebrual01,1940-12-01
Gary Leeman,leemaga01,1964-02-19
Manny Legace,legacma01,1973-02-04
Randy Legge,leggera01,1945-12-16
Hugh Lehman,lehmahu01,1885-10-27
Henry Lehvonen,lehvohe01,1950-08-26
Michael Leighton,leighmi01,1981-05-19
Josh Leivo,leivojo01,1993-05-26
Roger Lemelin,lemelro01,1954-02-06
Mike Lenarduzzi,lenarmi01,1972-09-14
Rick Lessard,lessari01,1968-01-09
Lucas Lessio,lessilu01,1993-01-23
Alan Letang,letanal01,1975-09-04
Trevor Letowski,letowtr01,1977-04-05
Joe Levandoski,levanjo01,1921-03-17
Guy Leveque,leveqgu01,1972-12-28
Don Lever,leverdo01,1952-11-14
Danny Lewicki,lewicda01,1931-03-12
Rick Ley,leyri01,1948-11-02
Michael Liambas,liambmi01,1989-02-16
Nick Libett,libetni01,1945-12-09
Tony Licari,licarto01,1921-04-09
David Liffiton,liffida01,1984-10-18
Chris Lindberg,lindbch01,1967-04-16
Brett Lindros,lindrbr01,1975-12-02
Eric Lindros,lindrer01,1973-02-28
Bert Lindsay,lindsbe01,1881-07-23
Ted Lindsay,lindste01,1925-07-29
Ken Linseman,linseke01,1958-08-11
Carl Liscombe,liscoca01,1915-05-17
Mike Liut,liutmi01,1956-01-07
Lonnie Loach,loachlo01,1968-04-14
Bill Lochead,lochebi01,1954-10-13
Corey Locke,lockeco01,1984-05-08
Ken Lockett,lockeke01,1947-08-30
Howard Lockhart,lockhho01,1895-03-21
Norm Locking,lockino01,1911-05-24
Claude Loiselle,loisecl01,1963-05-29
Ryan Lomberg,lombery01,1994-12-09
Barry Long,longba01,1949-01-03
Jim Lorentz,lorenji01,1947-05-01
Steven Lorentz,lorenst01,1996-04-13
Bob Lorimer,lorimbo01,1953-08-25
Matthew Lorito,loritma01,1990-07-03
Darren Lowe,loweda01,1960-10-13
Ross Lowe,lowero01,1928-09-21
Ed Lowrey,lowreed01,1891-08-13
Fred Lowrey,lowrefr01,1902-08-12
Gerry Lowrey,lowrege01,1906-02-14
Dave Lowry,lowryda01,1965-02-14
Dave Lucas,lucasda01,1932-03-22
Don Luce,lucedo01,1948-10-02
Steve Ludzik,ludzist01,1961-04-03
Matt Luff,luffma01,1997-05-05
Charlie Luksa,luksach01,1954-02-19
Dave Lumley,lumleda01,1954-09-01
Harry Lumley,lumleha01,1926-11-11
Jack Lynch,lynchja01,1952-05-28
Steve Lyon,lyonst01,1952-05-16
Kurtis MacDermid,macdeku01,1994-03-25
Paul MacDermid,macdepa01,1963-04-14
Blair MacDonald,macdobl01,1953-11-17
Brett MacDonald,macdobr01,1966-01-05
Kevin MacDonald,macdoke01,1966-02-24
Kilby MacDonald,macdoki01,1914-09-06
Randy MacGregor,macgrra01,1953-07-09
Norm Maciver,macivno01,1964-09-01
Blair MacKasey,mackabl01,1955-12-13
Calum MacKay,mackaca01,1927-01-01
Mickey MacKay,mackami01,1894-05-25
Murdo MacKay,mackamu01,1917-08-08
Jack Mackell,mackeja01,1896-04-12
Aaron MacKenzie,mackeaa01,1981-03-07
Barry MacKenzie,mackeba01,1941-08-16
Derek MacKenzie,mackede01,1981-06-11
Reg Mackey,mackere01,1900-05-07
Howie Mackie,mackiho01,1913-08-30
Paul MacKinnon,mackipa01,1958-11-06
Brett Maclean,maclebr02,1988-12-24
John MacLean,maclejo01,1964-11-20
Rick MacLeish,macleri01,1950-01-03
Brian MacLellan,maclebr01,1958-10-27
Jeff MacMillan,macmije01,1979-03-30
Bernie MacNeil,macnebe01,1950-03-07
Jamie Macoun,macouja01,1961-08-17
Ralph MacSweyn,macswra01,1942-09-08
Craig MacTavish,mactacr01,1958-08-15
John Madden,maddejo01,1973-05-04
Darrin Madeley,madelda01,1968-02-25
Connie Madigan,madigco01,1934-10-04
Jeff Madill,madilje01,1965-06-21
Kevin Maguire,maguike01,1963-01-05
Frank Mahovlich,mahovfr01,1938-01-10
Pete Mahovlich,mahovpe01,1946-10-10
Logan Mailloux,mailllo01,2003-04-15
Adam Mair,mairad01,1979-02-15
Jim Mair,mairji01,1946-05-15
Mark Major,majorma01,1970-03-20
Chico Maki,makich01,1939-08-17
Wayne Maki,makiwa01,1944-11-10
Manny Malhotra,malhoma01,1980-05-18
Troy Mallette,malletr01,1970-02-25
Dan Maloney,malonda01,1950-09-24
Dave Maloney,malonda02,1956-07-31
Don Maloney,malondo01,1958-09-05
Phil Maloney,malonph01,1927-10-06
Jeff Malott ,malotje01,1996-08-07
Kirk Maltby,maltbki01,1972-12-22
Mark Mancari,mancama01,1985-07-11
Gus Mancuso,mancugu01,1914-04-11
Dan Mandich,mandida01,1960-06-12
Kris Manery,manerkr01,1954-09-24
Randy Manery,manerra01,1949-01-10
Andrew Mangiapane,mangian01,1996-04-04
Eric Manlow,manloer01,1975-04-07
Ken Mann,mannke01,1953-09-05
Rennison Manners,mannere01,1904-02-05
Bob Manno,mannobo01,1956-10-31
Bud Maracle,maracbu01,1904-09-08
Norm Maracle,maracno01,1974-10-02
Bryan Marchment,marchbr02,1969-05-01
Mason Marchment,marchma01,1995-06-18
Lou Marcon,marcolo01,1935-05-28
Hector Marini,marinhe01,1957-01-27
John Markell,markejo01,1956-03-10
Ray Markham,markhra01,1958-01-23
Jack Markle,marklja01,1907-05-15
Jack Marks,marksja01,1885-06-11
Nevin Markwart,markwne01,1964-12-09
Mitch Marner,marnemi01,1997-05-05
Brad Marsh,marshbr01,1958-03-31
Gary Marsh,marshga01,1946-03-09
Grant Marshall,marshgr01,1973-06-09
Paul Marshall,marshpa01,1960-09-07
Willie Marshall,marshwi01,1931-12-01
Mike Marson,marsomi01,1955-07-24
Clare Martin,marticl01,1922-02-25
Frank Martin,martifr01,1933-05-01
Grant Martin,martigr01,1962-03-13
Jack Martin,martija01,1940-11-29
Matt Martin,martima02,1989-05-08
Spencer Martin,martisp01,1995-06-08
Terry Martin,martite01,1955-10-25
Tom Martin,martito01,1947-10-16
Dennis Maruk,marukde01,1955-11-17
Brandon Mashinter,mashibr01,1988-09-20
Charley Mason,masonch01,1912-02-01
Steve Mason,masonst01,1988-05-29
George Massecar,massege01,1904-07-10
Jamie Masters,masteja01,1955-04-14
Jon Matsumoto,matsujo01,1986-10-13
Joe Matte,mattejo01,1893-03-06
Joe Matte,mattejo02,1909-03-15
Shawn Matthias,matthsh01,1988-02-19
Dick Mattiussi,mattidi01,1938-05-01
Bryan Maxwell,maxwebr01,1955-09-07
Wally Maxwell,maxwewa01,1933-08-24
Brad May,maybr01,1971-11-29
Gilles Mayer,mayergi01,1930-08-24
Jim Mayer,mayerji01,1954-10-30
Shep Mayer,mayersh01,1923-09-11
Jamal Mayers,mayerja01,1974-10-24
Jay Mazur,mazurja01,1965-01-22
Gary McAdam,mcadaga01,1955-12-31
Kenndal McArdle,mcardke01,1987-01-04
Jud McAtee,mcateju01,1920-02-05
Norm McAtee,mcateno01,1921-06-28
Andrew McBain,mcbaian01,1965-01-18
Jack McBain,mcbaija03,2000-01-06
Cliff McBride,mcbricl01,1909-01-01
Jim McBurney,mcburji01,1933-06-03
Bryan McCabe,mccabbr01,1975-06-08
Stan McCabe,mccabst01,1908-06-16
Bert McCaffrey,mccafbe01,1893-04-12
John McCahill,mccahjo01,1955-12-02
Doug McCaig,mccaido01,1919-02-24
Eddie McCalmon,mccaled01,1902-05-30
Jared McCann,mccanja01,1996-05-31
Rick McCann,mccanri01,1944-05-27
Dan McCarthy,mccarda01,1958-04-07
Sandy McCarthy,mccarsa01,1972-06-15
Tom McCarthy,mccarto01,1934-09-15
Tom McCarthy,mccarto02,1960-07-31
Ted McCaskill,mccaste01,1936-10-29
Alyn McCauley,mccaual01,1977-05-29
Kevin McClelland,mccleke01,1962-07-04
Jay McClement,mccleja01,1983-03-02
Bob McCord,mccorbo01,1934-03-30
Dennis McCord,mccorde01,1952-07-28
Cody McCormick,mccorco01,1983-04-18
Shawn McCosh,mccossh01,1969-06-05
Dale McCourt,mccouda01,1957-01-26
Bill McCreary,mccrebi01,1934-12-02
Keith McCreary,mccreke01,1940-06-19
Bob McCulley,mcculbo01,1912-02-08
Duke McCurry,mccurdu01,1900-06-13
Brian McCutcheon,mccutbr01,1949-08-03
Darwin McCutcheon,mccutda01,1962-04-19
Connor McDavid,mcdavco01,1997-01-13
Jeff McDill,mcdilje01,1956-03-16
Andy McDonald,mcdonan01,1977-08-25
Brian McDonald,mcdonbr01,1945-03-23
Bucko McDonald,mcdonbu01,1914-10-31
Robert McDonald,mcdonro01,1923-01-04
Kent McDonell,mcdonke01,1979-03-01
Joe McDonnell,mcdonjo01,1961-05-11
Al McDonough,mcdonal01,1950-06-06
Bill McDougall,mcdoubi01,1966-08-10
Peter McDuffe,mcdufpe01,1948-02-16
Curtis McElhinney,mcelhcu01,1983-05-23
Evan McEneny,mceneev01,1994-05-22
Mike McEwen,mcewemi01,1956-08-10
John McFarland,mcfarjo01,1992-04-02
Jack McGill,mcgilja01,1910-11-03
Dan McGillis,mcgilda01,1972-07-01
Brock McGinn,mcginbr01,1994-02-02
Jamie McGinn,mcginja01,1988-08-05
Tye McGinn,mcginty01,1990-07-29
Brian McGrattan,mcgrabr01,1981-09-02
Tom McGrattan,mcgrato01,1927-10-19
Sandy McGregor,mcgresa01,1939-03-30
Mickey McGuire,mcguimi01,1898-07-07
Paul McIntosh,mcintpa01,1954-03-13
David McIntyre,mcintda01,1987-02-04
Jack McIntyre,mcintja01,1930-09-08
John McIntyre,mcintjo01,1969-04-29
Scott McKay,mckaysc01,1972-01-26
Walt McKechnie,mckecwa01,1947-06-19
Jay McKee,mckeeja01,1977-09-08
Mike McKee,mckeemi01,1969-06-18
Greg McKegg,mckeggr01,1992-06-17
Ian McKegney,mckegia01,1947-05-07
Alex McKendry,mckenal01,1956-11-21
Steve McKenna,mckenst01,1973-08-21
Don McKenney,mckendo01,1934-04-30
Jim McKenny,mckenji01,1946-12-01
Bill McKenzie,mckenbi01,1949-03-12
Brian McKenzie,mckenbr01,1951-03-16
Roland McKeown,mckeoro01,1996-01-20
Steve McKichan,mckicst01,1967-05-29
Alex McKinnon,mckinal01,1895-04-17
Murray McLachlan,mclacmu01,1948-10-20
Steve McLaren,mclarst01,1975-02-03
Don McLean,mcleado01,1954-01-19
Kirk McLean,mcleaki01,1966-06-26
Kurtis McLean,mcleaku01,1980-11-02
John McLellan,mcleljo01,1928-08-06
Scott McLellan,mclelsc01,1963-02-10
Jim McLeod,mcleoji01,1937-04-07
Michael McLeod,mcleomi01,1998-02-03
Ryan McLeod,mcleory01,1999-09-21
Dave McLlwain,mcllwda01,1967-01-09
Mike McMahon,mcmahmi01,1915-02-01
Connor McMichael,mcmicco01,2001-01-15
Gerry McNamara,mcnamge02,1934-09-22
Howard McNamara,mcnamho01,1893-08-03
Stu McNeill,mcneist01,1938-09-25
George McPhee,mcphege01,1958-07-02
Basil McRae,mcraeba01,1961-01-05
Chris McRae,mcraech01,1965-08-26
Ken McRae,mcraeke01,1968-04-23
Pat McReavy,mcreapa01,1918-01-16
Brian McReynolds,mcreybr01,1965-01-05
Bryan McSheffrey,mcshebr01,1952-09-25
Marty McSorley,mcsorma01,1963-05-18
Dale McTavish,mctavda01,1972-02-28
Gord McTavish,mctavgo01,1954-06-03
Charley McVeigh,mcveich01,1898-03-29
Jack McVicar,mcvicja01,1904-06-04
Rick Meagher,meaghri01,1953-11-02
Gerry Meehan,meehage01,1946-09-03
Brent Meeke,meekebr01,1952-04-10
Howie Meeker,meekeho01,1923-11-04
Mike Meeker,meekemi01,1958-02-23
Harry Meeking,meekiha01,1894-11-04
Julian Melchiori,melchju01,1991-12-06
Hillary Menard,menarhi01,1934-01-15
Howie Menard,menarho01,1942-04-28
Greg Meredith,meredgr01,1958-02-23
Ryan Merkley,merklry01,2000-08-14
Wayne Merrick,merriwa01,1952-04-23
Horace Merrill,merriho01,1885-11-30
Scott Metcalfe,metcasc01,1967-01-06
Victor Mete,metevi01,1998-06-07
Marc Methot,methoma01,1985-06-21
Glen Metropolit,metrogl01,1974-06-25
Lindsay Middlebrook,middlli01,1955-09-07
Rick Middleton,middlri01,1953-12-04
Kevin Miehm,miehmke01,1969-09-10
Rudy Migay,migayru01,1928-11-18
Jim Mikol,mikolji01,1938-06-11
Mike Millar,millami01,1965-04-28
Greg Millen,millegr01,1957-06-25
Colin Miller,milleco02,1992-10-29
Joe Miller,millejo01,1900-10-06
Tom Miller,milleto01,1947-03-31
Norm Milley,milleno01,1980-02-14
Craig Mills,millscr01,1976-08-27
Mike Minard,minarmi01,1976-11-01
Eddie Mio,mioed01,1954-01-31
Bill Mitchell,mitchbi01,1930-02-22
Herb Mitchell,mitchhe01,1896-01-04
John Mitchell,mitchjo01,1985-01-22
Red Mitchell,mitchre01,1912-09-06
Zack Mitchell,mitchza01,1993-01-07
Mike Moffat,moffami01,1962-02-04
Mike Moher,mohermi01,1962-03-26
Doug Mohns,mohnsdo01,1933-12-13
Lloyd Mohns,mohnsll01,1921-07-31
Mitch Molloy,mollomi01,1965-10-10
Larry Molyneaux,molynla01,1912-07-09
Garry Monahan,monahga01,1946-10-20
Sean Monahan,monahse01,1994-10-12
Hank Monteith,monteha01,1945-10-02
Brandon Montour,montobr01,1994-04-11
Alfie Moore,mooreal01,1905-12-01
Barrie Moore,mooreba01,1975-05-22
Dominic Moore,mooredo01,1980-08-03
Robbie Moore,moorero01,1954-05-03
Steve Moore,moorest01,1978-09-22
Ethan Moreau,moreaet01,1975-09-22
Howie Morenz,morenho01,1902-09-21
Angelo Moretto,moretan01,1953-09-18
Gavin Morgan,morgaga01,1976-07-09
Marc Moro,moroma01,1977-07-17
Moe Morris,morrimo01,1921-01-03
Dave Morrison,morrida01,1962-06-12
George Morrison,morrige01,1948-12-24
Logan Morrison,morrilo01,2002-07-09
Dean Morton,mortode01,1968-02-27
Gus Mortson,mortsgu01,1925-01-24
Tyler Moss,mossty01,1975-06-29
Matt Moulson,moulsma01,1983-11-01
Johnny Mowers,mowerjo01,1916-10-29
Jim Moxey,moxeyji01,1953-05-28
Kirk Muller,mulleki01,1966-02-08
Wayne Muloin,muloiwa01,1941-12-24
Grant Mulvey,mulvegr01,1956-09-17
Paul Mulvey,mulvepa01,1958-09-27
Craig Muni,municr01,1962-07-19
Adam Munro,munroad01,1982-11-12
Gerry Munro,munroge01,1897-11-28
Bob Murdoch,murdobo01,1946-11-20
Murray Murdoch,murdomu01,1904-05-19
Brian Murphy,murphbr01,1947-08-20
Cory Murphy,murphco01,1978-02-13
Gord Murphy,murphgo01,1967-03-23
Joe Murphy,murphjo01,1967-10-16
Larry Murphy,murphla01,1961-03-08
Mike Murphy,murphmi01,1950-09-12
Mike Murphy,murphmi02,1989-01-15
Ron Murphy,murphro01,1933-04-10
Ryan Murphy,murphry01,1993-03-31
Trevor Murphy,murphtr01,1995-07-17
Allan Murray,murraal01,1908-11-10
Bob Murray,murrabo01,1948-07-16
Bob Murray,murrabo02,1954-11-26
Brett Murray,murrabr02,1998-07-20
Ken Murray,murrake01,1948-01-22
Matt Murray,murrama02,1994-05-25
Mickey Murray,murrami01,1898-10-14
Mike Murray,murrami02,1966-08-29
Pat Murray,murrapa01,1969-08-20
Randy Murray,murrara01,1945-08-24
Rem Murray,murrare01,1972-10-09
Rob Murray,murraro01,1967-04-04
Jason Muzzatti,muzzaja01,1970-02-03
Jake Muzzin,muzzija01,1989-02-21
Jim Nahrgang,nahrgji01,1951-04-17
Lou Nanne,nannelo01,1941-06-02
Mark Napier,napiema01,1957-01-28
Rick Nash,nashri01,1984-06-16
Ric Nattress,nattrri01,1962-05-25
Mike Natyshak,natysmi01,1963-11-29
James Neal,nealja01,1987-09-03
Bob Neely,neelybo01,1953-11-09
Chris Neil,neilch01,1979-06-18
David Nemirovsky,nemirda01,1976-08-01
Lance Nethery,nethela01,1957-06-28
Mike Neville,nevilmi01,1904-10-11
Bob Nevin,nevinbo01,1938-03-18
Kris Newbury,newbukr01,1982-02-19
Dan Newman,newmada01,1952-01-26
John Newman,newmajo01,1910-04-24
Cam Newton,newtoca01,1950-02-25
Bernie Nicholls,nichobe01,1961-06-24
Ed Nicholson,nichoed01,1923-09-09
Paul Nicholson,nichopa01,1954-02-16
Graeme Nicolson,nicolgr01,1958-01-13
Kraig Nienhuis,nienhkr01,1961-05-09
Joe Nieuwendyk,nieuwjo01,1966-09-10
Frank Nighbor,nighbfr01,1893-01-26
Frank Nigro,nigrofr01,1960-02-11
Lou Nistico,nistilo01,1953-01-25
Reg Noble,noblere01,1896-06-23
Claude Noel,noelcl01,1955-10-31
Brandon Nolan,nolanbr01,1983-07-18
Jordan Nolan,nolanjo01,1989-06-23
Ted Nolan,nolante01,1958-04-07
Hank Nowak,nowakha01,1950-11-24
Darnell Nurse,nurseda01,1995-02-04
Mike Nykoluk,nykolmi01,1934-12-11
Dennis O'Brien,obriede01,1949-06-10
Ellard O'Brien,obrieel01,1930-05-27
Shane O'Brien,obriesh01,1983-08-09
Matt O'Connor,oconnma01,1992-02-14
Myles O'Connor,oconnmy01,1967-04-02
Eric O'Dell,odeller01,1990-06-21
Fred O'Donnell,odonnfr01,1949-12-06
Sean O'Donnell,odonnse01,1971-10-13
Don O'Donoghue,odonodo01,1949-08-27
Peanuts O'Flaherty,oflahpe01,1918-04-10
Jeff O'Neill,oneilje01,1976-02-23
Tom O'Neill,oneilto01,1923-09-28
Wes O'Neill,oneilwe01,1986-03-03
Cal O'Reilly,oreilca01,1986-09-30
Ryan O'Reilly,oreilry01,1991-02-07
Terry O'Reilly,oreilte01,1951-06-07
Danny O'Shea,osheada01,1945-06-15
Kevin O'Shea,osheake01,1947-05-28
Patrick O'Sullivan,osullpa01,1985-02-01
Adam Oates,oatesad01,1962-08-27
Russell Oatman,oatmaru01,1905-02-19
Gerry Odrowski,odrowge01,1938-10-04
John Ogrodnick,ogrodjo01,1959-06-20
Jamie Oleksiak,oleksja01,1992-12-21
Dan Olesevich,oleseda01,1937-09-16
Murray Oliver,olivemu01,1937-11-14
Dennis Olson,olsonde01,1934-11-09
Phil Oreskovic,oreskph01,1987-01-26
Victor Oreskovich,oreskvi01,1986-08-15
Bobby Orr,orrbo01,1948-03-20
Keith Osborne,osborke01,1969-04-02
Mark Osborne,osborma01,1961-08-13
Randy Osburn,osburra01,1952-11-26
Brennan Othmann,othmabr01,2003-01-05
Eddie Ouellette,ouelled01,1911-03-09
Dennis Owchar,owchade01,1953-03-28
George Owen,owenge01,1901-02-12
Jean-Gabriel Pageau,pageaje01,1992-11-11
Rosaire Paiement,paiemro01,1945-08-12
Wilf Paiement,paiemwi01,1955-10-16
Daniel Paille,paillda01,1984-04-15
Pete Palangio,palanpe01,1908-09-10
Mike Palmateer,palmami01,1954-01-13
Robert Palmer,palmero02,1956-09-10
Darren Pang,pangda01,1964-02-17
Justin Papineau,papinju01,1980-01-15
Jim Pappin,pappiji01,1939-09-10
Bob Parent,parenbo01,1958-02-19
J.P. Parisé,parisjp01,1941-12-11
Brad Park,parkbr01,1948-07-06
Ernie Parkes,parkeer01,1898-11-04
George Parsons,parsoge01,1914-06-28
Eddie Pasquale,pasqued01,1990-11-20
Steve Passmore,passmst01,1973-01-29
Joe Paterson,paterjo01,1960-06-25
Mark Paterson,paterma01,1964-02-22
Rick Paterson,paterri01,1958-02-10
Doug Patey,pateydo01,1956-12-28
Larry Patey,pateyla01,1953-03-19
Colin Patterson,patteco01,1960-05-11
Dennis Patterson,pattede01,1950-01-09
George Patterson,pattege01,1906-05-22
Jeff Paul,paulje01,1978-03-01
Nick Paul,paulni01,1995-03-20
Marty Pavelich,pavelma01,1927-11-06
Evariste Payer,payerev01,1887-12-12
Serge Payer,payerse01,1979-05-07
Adam Payerl,payerad01,1991-03-04
Steve Payne,paynest01,1958-08-16
Chase Pearson,pearsch01,1997-08-23
Rob Pearson,pearsro01,1971-03-08
Scott Pearson,pearssc01,1969-12-19
Tanner Pearson,pearsta01,1992-08-10
Matthew Peca,pecama01,1993-04-27
Michael Peca,pecami01,1974-03-26
Theo Peckham,peckhth01,1987-11-10
Bert Peer,peerbe01,1910-11-12
Adam Pelech,pelecad01,1994-08-16
Matt Pelech,pelecma01,1987-09-04
Anthony Peluso,pelusan01,1989-04-18
Mike Pelyk,pelykmi01,1947-09-29
Jim Peplinski,pepliji01,1960-10-24
Stuart Percy,percyst01,1993-05-18
Cole Perfetti,perfeco01,2002-01-01
Fred Perlini,perlifr01,1962-04-12
Nathan Perrott,perrona01,1976-12-08
Corey Perry,perryco01,1985-05-16
Andrew Peters,peteran01,1980-05-05
Justin Peters,peterju01,1986-08-30
Steve Peters,peterst01,1960-01-23
Jim Pettie,pettiji01,1953-10-24
Rich Peverley,peverri01,1982-07-08
Michael Pezzetta,pezzemi01,1998-03-13
Bill Phillips,phillbi01,1902-09-23
Charlie Phillips,phillch01,1917-05-10
Isaak Phillips,phillis01,2001-09-28
Merlyn Phillips,phillme01,1899-05-24
Harry Pidhirny,pidhiha01,1928-03-05
Randy Pierce,piercra01,1957-11-23
Alex Pietrangelo,pietral01,1990-01-18
Frank Pietrangelo,pietrfr01,1964-12-17
Steve Pinizzotto,pinizst01,1984-04-26
Brandon Pirri,pirribr01,1991-04-10
Alex Pirus,pirusal01,1955-01-12
Rem Pitlick,pitlire01,1997-04-02
Barclay Plager,plageba01,1941-03-26
Bill Plager,plagebi01,1945-07-06
Bob Plager,plagebo01,1943-03-11
Mark Plantery,plantma01,1959-08-14
Geoff Platt,plattge01,1985-07-10
Hugh Plaxton,plaxthu01,1904-05-16
Charles Pletsch,pletsch01,1892-07-22
Rob Plumb,plumbro02,1957-08-29
Ron Plumb,plumbro01,1950-07-17
Steve Poapst,poapsst01,1969-01-03
Walt Poddubny,podduwa01,1960-02-14
Tony Poeta,poetato01,1933-03-04
Bud Poile,poilebu01,1924-02-10
Don Poile,poiledo01,1932-06-01
Matthew Poitras,poitrma01,2004-03-10
Tom Polanic,polanto01,1943-04-02
Paul Pooley,poolepa01,1960-08-02
Mark Popovic,popovma01,1982-10-11
Chris Porter,portech01,1984-05-29
Jack Portland,portlja01,1912-07-30
Mike Posavad,posavmi01,1964-01-03
Barry Potomski,potomba01,1972-11-24
Denis Potvin,potvide01,1953-10-29
Jean Potvin,potvije01,1949-03-25
Marc Potvin,potvima01,1967-01-29
Dave Poulin,poulida02,1958-12-17
Benoît Pouliot,poulibe01,1986-09-29
Ray Powell,powelra01,1925-11-16
Owen Power,powerow01,2002-11-22
Dean Prentice,prentde01,1932-10-05
Eric Prentice,prenter01,1926-08-22
Jack Price,priceja01,1932-05-08
Noel Price,priceno01,1935-12-09
Tom Price,priceto01,1954-07-12
Joe Primeau,primejo01,1906-01-29
Keith Primeau,primeke02,1971-11-24
Wayne Primeau,primewa01,1976-06-04
Ellie Pringle,pringel01,1911-08-31
Bob Probert,probebo01,1965-06-05
Goldie Prodgers,prodggo01,1891-02-18
Mike Prokopec,prokomi01,1974-05-17
Chris Pronger,prongch01,1974-10-10
Sean Pronger,prongse01,1972-11-30
Dalton Prout,proutda01,1990-03-13
Joel Prpic,prpicjo01,1974-09-25
Brandon Prust,prustbr01,1984-03-16
Matt Puempel,puempma01,1993-01-24
Bob Pulford,pulfobo01,1936-03-31
Dave Pulkkinen,pulkkda01,1949-05-18
Daren Puppa,puppada01,1965-03-23
John Purves,purvejo01,1968-02-12
Chris Pusey,puseych01,1965-06-30
Nelson Pyatt,pyattne01,1953-09-09
Taylor Pyatt,pyattta01,1981-08-19
Tom Pyatt,pyattto01,1987-02-14
Bill Quackenbush,quackbi01,1922-03-02
Max Quackenbush,quackma01,1928-08-29
Joel Quenneville,quennjo01,1958-09-15
John Quilty,quiltjo01,1921-01-21
Kyle Quincey,quincky01,1985-08-12
Alan Quine,quineal01,1993-02-25
Dan Quinn,quinnda01,1965-06-01
Jack Quinn,quinnja01,2001-09-19
Pat Quinn,quinnpa01,1943-01-29
Bruce Racine,racinbr01,1966-08-09
Darren Raddysh,raddyda01,1996-02-28
Taylor Raddysh,raddyta01,1998-02-18
Yip Radley,radleyi01,1908-06-27
Herb Raglan,raglahe01,1967-08-05
Rags Raglan,raglara01,1927-09-04
Don Raleigh,raleido01,1926-06-27
Brad Ralph,ralphbr01,1980-10-17
Jamie Ram,ramja01,1971-01-18
John Ramage,ramagjo01,1991-02-07
Rob Ramage,ramagro01,1959-01-11
Craig Ramsay,ramsacr01,1951-03-17
Ken Randall,randake01,1888-12-14
Tyler Randell,randety01,1991-06-15
Paul Ranger,rangepa01,1984-09-12
George Ranieri,raniege01,1936-01-14
Isaac Ratcliffe,ratclis01,1999-02-15
Dan Ratushny,ratusda01,1970-10-29
Matt Ravlich,ravlima01,1938-07-12
Rob Ray,rayro01,1968-06-08
Andrew Raycroft,raycran01,1980-05-04
Matt Read,readma01,1986-06-14
Ryan Ready,readyry01,1978-11-07
Marc Reaume,reaumma01,1934-02-07
George Redding,reddige01,1903-03-06
